"id","first_name","last_name","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","player","Week","Year","GID","Name","Pos","Team","h.a","Oppt","DK.points","DK.salary"
"11232","DeAndre","Hopkins","ARI","WR",29,7,"WR","average",195.564533333333,7,16.9515916666667,161.907934329359,18.6764,330.826,1,"DeAndre Hopkins","17","2020","5206","Hopkins, DeAndre","WR","ari","a","lar","7.5","7900"
"11247","Zach","Ertz","PHI","TE",31,7,"TE","average",64.6041666666667,24,1.45586666666668,65.8517673769404,7.865,129.378,2,"Zach Ertz","17","2020","4569","Ertz, Zach","TE","phi","h","was","4.6","0"
"11250","Tyler","Eifert","JAC","TE",31,7,"TE","average",55.28975,33,1.301,57.4581385611879,5.44015,108.065,2,"Tyler Eifert","17","2020","4568","Eifert, Tyler","TE","jac","a","ind","2","2800"
"11252","Levine","Toilolo","NYG","TE",30,7,"TE","average",0.682,102,0.251,0.766923725020944,0.1264,1.435,4,"Levine Toilolo","17","2020","4577","Toilolo, Levine","TE","nyg","h","dal","2","2500"
"11257","Vance","McDonald","FA","TE",31,7,"TE","average",6.98,86,1.2325,NA,6.98,6.98,3,"Vance McDonald","17","2020","4572","McDonald, Vance","TE","pit","a","cle","8.3","2500"
"11337","Darren","Fells","HOU","TE",35,8,"TE","average",30.84275,55,1.052125,33.8713163347692,2.05435,67.489,2,"Darren Fells","17","2020","4609","Fells, Darren","TE","hou","h","ten","0","2900"
"11367","Kyle","Juszczyk","SFO","RB",30,7,"RB","average",61.146,48,0.889875000000011,57.181968673117,8.49520000000001,111.178,2,"Kyle Juszczyk","17","2020","2908","Juszczyk, Kyle","RB","sfo","h","sea","1.4","4000"
"11399","Ryan","Griffin","NYJ","TE",31,7,"TE","average",35.592,50,3.86495833333333,35.4186418711955,3.9984,67.74,2,"Ryan Griffin","17","2020","4592","Griffin, Ryan","TE","nyj","a","nwe","0","2500"
"11448","Demetrius","Harris","CHI","TE",30,7,"TE","average",23.8333333333333,66,0.384958333333337,20.03405434088,4.17,35.4,2,"Demetrius Harris","17","2020","4642","Harris, Demetrius","TE","chi","h","gnb","0","2500"
"11516","Jack","Doyle","IND","TE",31,7,"TE","average",46.9686666666667,40,0.718666666666671,49.2763394304677,4.0428,90.8735,2,"Jack Doyle","17","2020","4594","Doyle, Jack","TE","ind","h","jac","4.7","3000"
"11640","Teddy","Bridgewater","CAR","QB",29,6,"QB","average",86.1888333333333,28,11.2589083333333,67.83135378593,8.95088,150.6892,1,"Teddy Bridgewater","17","2020","1439","Bridgewater, Teddy","QB","car","h","nor","5.74","5300"
"11643","A.J.","McCarron","HOU","QB",31,6,"QB","average",6.476,62,0.164666666666666,NA,6.476,6.476,4,"A.J. McCarron","17","2020","1467","McCarron, A.J.","QB","hou","h","ten","0.8","4800"
"11644","Derek","Carr","LVR","QB",30,6,"QB","average",159.5987,19,4.34587500000001,151.033162584222,16.51232,304.0464,1,"Derek Carr","17","2020","1441","Carr, Derek","QB","lvr","a","den","25.94","5700"
"11647","Logan","Thomas","WAS","TE",30,6,"TE","average",97.726,9,1.57456666666667,81.8365794544225,9.3896,171.362,1,"Logan Thomas","17","2020","1463","Thomas, Logan","TE","was","a","phi","12.7","0"
"11671","Mike","Evans","TBB","WR",28,6,"WR","average",148.7888,21,2.00513333333333,121.619072333249,15.9076,247.56,1,"Mike Evans","17","2020","5253","Evans, Mike","WR","tam","h","atl","7.6","7500"
"11674","Brandin","Cooks","HOU","WR",28,6,"WR","average",130.6464,29,1.25964999999999,108.200728550227,11.8056,225.886,1,"Brandin Cooks","17","2020","5255","Cooks, Brandin","WR","hou","h","ten","42.6","6900"
"11675","Davante","Adams","GBP","WR",29,6,"WR","average",229.260866666667,2,23.5990833333333,191.109441870882,20.1464,389.04,1,"Davante Adams","17","2020","5263","Adams, Davante","WR","gnb","a","chi","16.6","9200"
"11677","Donte","Moncrief","NEP","WR",28,6,"WR","average",12.769,108,1.20616666666667,18.4126674602025,1.1527,30.9247,3,"Donte Moncrief","17","2020","5344","Moncrief, Donte","WR","nwe","h","nyj","0","3000"
"11678","Allen","Robinson","CHI","WR",28,6,"WR","average",165.479466666667,10,1.82143333333335,137.871977248823,14.7554,274.2,1,"Allen Robinson","17","2020","5258","Robinson, Allen","WR","chi","h","gnb","5.7","7700"
"11680","Jarvis","Landry","CLE","WR",29,6,"WR","average",107.542166666667,41,3.21774999999998,109.956871957448,11.9844,206.43,2,"Jarvis Landry","17","2020","5335","Landry, Jarvis","WR","cle","h","pit","16.4","6500"
"11705","Trey","Burton","IND","TE",30,6,"TE","average",44.095,45,3.077625,32.7415337657437,11.961,63,2,"Trey Burton","17","2020","4618","Burton, Trey","TE","ind","h","jac","0","2800"
"11747","James","White","NEP","RB",29,6,"RB","average",77.8039166666667,36,2.89383333333332,81.4411244821476,7.63285,154.061,2,"James White","17","2020","2954","White, James","RB","nwe","h","nyj","13.1","4500"
"11761","Jerick","McKinnon","SFO","RB",29,6,"RB","average",14.316,86,0.361749999999999,16.077062791443,2.5262,30.104,3,"Jerick McKinnon","17","2020","2935","McKinnon, Jerick","RB","sfo","h","sea","1.6","4200"
"11783","John","Brown","BUF","WR",31,6,"WR","average",77.34025,69,1.89433333333332,79.3628380304661,8.12385,153.487,2,"John Brown","17","2020","5264","Brown, John","WR","buf","h","mia","17.2","3600"
"11938","Adam","Thielen","MIN","WR",31,6,"WR","average",154.909,17,1.81416666666669,125.581985352199,14.79,249.66,1,"Adam Thielen","17","2020","5333","Thielen, Adam","WR","min","a","det","9.7","7400"
"12040","Keith","Smith","ATL","RB",29,6,"RB","average",0.9705,136,0.0657499999999999,1.20137442123594,0.25595,1.78505,3,"Keith Smith","17","2020","5492","Smith, Keith","RB","atl","a","tam","0","4000"
"12110","Cameron","Brate","TBB","TE",30,6,"TE","average",31.67075,52,0.471124999999997,32.3631373981263,4.38255,66.422,2,"Cameron Brate","17","2020","4648","Brate, Cameron","TE","tam","h","atl","2.1","2900"
"12140","Jameis","Winston","NOS","QB",27,5,"QB","average",103.094616666667,27,22.1179,114.446098269928,1.80357,207.7647,1,"Jameis Winston","17","2020","1465","Winston, Jameis","QB","nor","a","car","-0.1","5200"
"12150","Todd","Gurley","ATL","RB",27,5,"RB","average",7.09,106,0.77525,NA,7.09,7.09,3,"Todd Gurley","17","2020","2992","Gurley, Todd","RB","atl","a","tam","4.5","4700"
"12151","Melvin","Gordon","DEN","RB",28,5,"RB","average",101.58065,28,3.27221666666667,88.7924679530871,9.6312,194.446,2,"Melvin Gordon","17","2020","2991","Gordon, Melvin","RB","den","h","lvr","21","5700"
"12152","Tevin","Coleman","SFO","RB",28,5,"RB","average",59.0241666666667,52,3.28754166666666,62.3366373678701,5.1925,114.159,2,"Tevin Coleman","17","2020","2994","Coleman, Tevin","RB","sfo","h","sea","0","4000"
"12155","Ameer","Abdullah","MIN","RB",28,5,"RB","average",9.503,101,1.005,13.3605134756615,1.1341,22.744,3,"Ameer Abdullah","17","2020","2995","Abdullah, Ameer","RB","min","a","det","9.7","4000"
"12171","David","Johnson","HOU","RB",30,5,"RB","average",96.8317,30,1.34869999999999,80.5899628378125,9.3792,172.6,2,"David Johnson","17","2020","5395","Johnson, David","RB","hou","h","ten","21","6800"
"12175","Amari","Cooper","DAL","WR",27,5,"WR","average",156.9812,16,2.09719999999999,129.876904533485,15.3872,263.686,1,"Amari Cooper","17","2020","5376","Cooper, Amari","WR","dal","a","nyg","10.1","5800"
"12176","DeVante","Parker","MIA","WR",28,5,"WR","average",100.22925,48,2.535875,102.968940716364,10.87405,192.1085,2,"DeVante Parker","17","2020","5380","Parker, DeVante","WR","mia","a","buf","21.6","5300"
"12181","Nelson","Agholor","LVR","WR",28,5,"WR","average",82.7963333333333,61,1.01775000000001,84.9876510495299,7.43315,163.936,2,"Nelson Agholor","17","2020","5378","Agholor, Nelson","WR","lvr","a","den","6.7","5400"
"12184","Jamison","Crowder","NYJ","WR",28,5,"WR","average",82.6571666666667,62,1.97304166666667,84.7771687975798,7.0897,164.6705,2,"Jamison Crowder","17","2020","5410","Crowder, Jamison","WR","nyj","a","nwe","7.1","5000"
"12186","Stefon","Diggs","BUF","WR",28,5,"WR","average",200.8724,4,2.79156666666668,166.326019446748,19.352,328.24,1,"Stefon Diggs","17","2020","5424","Diggs, Stefon","WR","buf","h","mia","14.6","8100"
"12187","Tyler","Lockett","SEA","WR",29,5,"WR","average",158.813666666667,14,1.29906666666668,132.536460352614,13.6306,263.16,1,"Tyler Lockett","17","2020","5386","Lockett, Tyler","WR","sea","a","sfo","33","5800"
"12197","Breshad","Perriman","NYJ","WR",28,5,"WR","average",78.50825,67,1.15441666666668,80.6362050751191,8.42705,151.696,2,"Breshad Perriman","17","2020","5379","Perriman, Breshad","WR","nyj","a","nwe","11.4","3200"
"12206","Maxx","Williams","ARI","TE",27,5,"TE","average",27.3595,58,1.300625,28.6879844940932,2.4982,55.3515,2,"Maxx Williams","17","2020","4650","Williams, Maxx","TE","ari","a","lar","0","2500"
"12211","Jesse","James","DET","TE",27,5,"TE","average",29.06,57,2.21275,38.3817560828058,4.634,53.486,2,"Jesse James","17","2020","4653","James, Jesse","TE","det","h","min","1.2","2500"
"12213","Blake","Bell","DAL","TE",30,5,"TE","average",15.716,77,0.231625000000001,17.7009742858032,0.4034,34.551,3,"Blake Bell","17","2020","4666","Bell, Blake","TE","dal","a","nyg","0","2500"
"12257","Chris","Conley","JAC","WR",29,5,"WR","average",63.36925,77,2.31895833333333,64.5860005902982,6.28345,129.483,2,"Chris Conley","17","2020","5385","Conley, Chris","WR","jac","a","ind","15.7","3000"
"12261","Ty","Montgomery","NOS","RB",28,5,"RB","average",11.641,93,0.329333333333333,9.85975843179402,1.9887,17.862,3,"Ty Montgomery","17","2020","5392","Montgomery, Ty","RB","nor","a","car","14.7","4000"
"12263","Darren","Waller","LVR","TE",29,5,"TE","average",163.3386,2,31.22085,135.330100390859,15.5226,276.004,1,"Darren Waller","17","2020","5419","Waller, Darren","TE","lvr","a","den","30.7","7100"
"12309","MyCole","Pruitt","TEN","TE",29,5,"TE","average",1.18333333333333,98,0.141833333333333,0.938527215020073,0.26,1.745,4,"MyCole Pruitt","17","2020","4669","Pruitt, MyCole","TE","ten","a","hou","0","2500"
"12330","James","O'Shaughnessy","JAC","TE",29,5,"TE","average",30.52125,56,2.3115,31.7340772081055,2.79175,60.1505,2,"James O'Shaughnessy","17","2020","4664","O'Shaughnessy, James","TE","jac","a","ind","2","2500"
"12378","Geoff","Swaim","TEN","TE",28,5,"TE","average",31.06475,54,0.382749999999998,34.5219261762241,1.22535,64.4265,2,"Geoff Swaim","17","2020","4668","Swaim, Geoff","TE","ten","a","hou","0","2500"
"12386","Malcolm","Brown","LAR","RB",28,5,"RB","average",38.2170833333333,67,0.286833333333334,39.9419861330155,2.76075,78.9305,2,"Malcolm Brown","17","2020","5441","Brown, Malcolm","RB","lar","h","ari","2.8","4300"
"12464","Damiere","Byrd","NEP","WR",28,5,"WR","average",5.89966666666667,125,0.632999999999999,5.18660585868382,1.1961,10.53,3,"Damiere Byrd","17","2020","5531","Byrd, Damiere","WR","nwe","h","nyj","2.1","3400"
"12585","Daniel","Brown","NYJ","TE",29,5,"TE","average",0.619,103,0.4125,0.971577583109038,0.0277,1.5757,4,"Daniel Brown","17","2020","5436","Brown, Daniel","TE","nyj","a","nwe","2.8","2500"
"12608","James","Winchester","KCC","TE",32,7,"TE","average",0.04,107,NA,NA,0.04,0.04,4,"James Winchester","17","2020","4759","Winchester, James","TE","kan","h","lac","0","2500"
"12616","Jacoby","Brissett","IND","QB",29,4,"QB","average",9.86866666666667,46,1.2125,6.4436996619437,3.636,14.9454,3,"Jacoby Brissett","17","2020","1496","Brissett, Jacoby","QB","ind","h","jac","0.3","4100"
"12621","Brandon","Allen","CIN","QB",29,4,"QB","average",11.0686666666667,43,0.480333333333332,2.71621525902005,8.4494,13.232,3,"Brandon Allen","17","2020","1504","Allen, Brandon","QB","cin","h","bal","0.12","5000"
"12625","Ezekiel","Elliott","DAL","RB",26,4,"RB","average",154.1478,12,5.02092500000001,130.385767425743,16.6632,278.212,1,"Ezekiel Elliott","17","2020","5444","Elliott, Ezekiel","RB","dal","a","nyg","15.1","6400"
"12626","Derrick","Henry","TEN","RB",27,4,"RB","average",163.223933333333,8,1.99415833333333,153.234243859524,20.7832,305.532,1,"Derrick Henry","17","2020","5445","Henry, Derrick","RB","ten","a","hou","39","9400"
"12628","Alex","Collins","SEA","RB",27,4,"RB","average",1.5055,132,0.334,2.17011071146151,0.17445,2.93655,3,"Alex Collins","17","2020","5450","Collins, Alex","RB","sea","a","sfo","8.9","0"
"12629","Devontae","Booker","LVR","RB",29,4,"RB","average",34.77075,74,3.09408333333333,35.8719931457676,3.31905,70.7135,2,"Devontae Booker","17","2020","5468","Booker, Devontae","RB","lvr","a","den","1.6","4000"
"12630","Kenyan","Drake","ARI","RB",27,4,"RB","average",79.5078166666667,35,3.07702499999999,70.4386112100459,7.8792,149.178,2,"Kenyan Drake","17","2020","5446","Drake, Kenyan","RB","ari","a","lar","8.1","5400"
"12637","Peyton","Barber","WAS","RB",27,4,"RB","average",23.53475,80,3.65575,24.9656535447536,1.82915,48.651,2,"Peyton Barber","17","2020","5507","Barber, Peyton","RB","was","a","phi","1","0"
"12650","Tyler","Boyd","CIN","WR",27,4,"WR","average",110.316916666667,40,3.07516666666668,113.331701244253,12.07565,210.6985,2,"Tyler Boyd","17","2020","5455","Boyd, Tyler","WR","cin","h","bal","2.2","4900"
"12656","Rashard","Higgins","CLE","WR",27,4,"WR","average",54.8558333333333,85,0.341208333333341,55.089461182093,6.439,109.316,2,"Rashard Higgins","17","2020","5475","Higgins, Rashard","WR","cle","h","pit","7.5","4500"
"12658","Sterling","Shepard","NYG","WR",28,4,"WR","average",86.1986666666667,57,0.758541666666687,86.8053557641079,9.4853,170.7325,2,"Sterling Shepard","17","2020","5456","Shepard, Sterling","WR","nyg","h","dal","36.6","5200"
"12660","Pharoh","Cooper","CAR","WR",26,4,"WR","average",0.6395,161,0.0463333333333332,0.79266670171012,0.13505,1.14395,4,"Pharoh Cooper","17","2020","5462","Cooper, Pharoh","WR","car","h","nor","1.9","3000"
"12675","Mike","Thomas","CIN","WR",27,4,"WR","average",-0.1,172,NA,NA,-0.1,-0.1,NA,"Mike Thomas","17","2020","5503","Thomas, Mike","WR","cin","h","bal","0","3000"
"12677","Austin","Hooper","CLE","TE",27,4,"TE","average",74.70925,21,3.81258333333332,77.4643123568309,7.58745,148.6535,1,"Austin Hooper","17","2020","4677","Hooper, Austin","TE","cle","h","pit","13.7","3800"
"12678","Tyler","Higbee","LAR","TE",28,4,"TE","average",92.787,13,6.06393333333332,78.5832312214254,8.7132,165.268,1,"Tyler Higbee","17","2020","4680","Higbee, Tyler","TE","lar","h","ari","7.1","3500"
"12680","Nick","Vannett","DEN","TE",28,4,"TE","average",10.496,82,1.47129166666667,15.3580923728611,1.3622,25.673,3,"Nick Vannett","17","2020","4688","Vannett, Nick","TE","den","h","lvr","0","2500"
"12785","Demarcus","Robinson","KCC","WR",27,4,"WR","average",57.9465833333333,84,3.19466666666667,58.6608142821935,6.60155,114.5915,2,"Demarcus Robinson","17","2020","5515","Robinson, Demarcus","WR","kan","h","lac","11.8","4800"
"12792","Seth","DeValve","ARI","TE",28,4,"TE","average",20.9333333333333,70,1.35433333333333,17.4359781295267,3.82,31,2,"Seth DeValve","17","2020","4690","DeValve, Seth","TE","ari","a","lar","0","2500"
"12806","Andy","Janovich","CLE","RB",28,4,"RB","average",3.67333333333333,120,0.373333333333333,5.60543783600651,0.248,9.194,3,"Andy Janovich","17","2020","5482","Janovich, Andy","RB","cle","h","pit","0","4000"
"12815","Nate","Sudfeld","PHI","QB",28,4,"QB","average",2.391,71,1.101,2.16516096399321,1.0131,3.7689,5,"Nate Sudfeld","17","2020","1507","Sudfeld, Nate","QB","phi","h","was","0.48","0"
"12823","Derek","Watt","PIT","RB",29,4,"RB","average",2.18533333333333,130,0.607583333333333,3.29015886141282,0.0634,5.431,3,"Derek Watt","17","2020","5504","Watt, Derek","RB","pit","a","cle","0","4000"
"12859","Stephen","Anderson","LAC","TE",28,4,"TE","average",15.26575,79,2.60191666666667,15.0991874698608,1.48955,32.735,3,"Stephen Anderson","17","2020","4679","Anderson, Stephen","TE","lac","a","kan","8.2","2600"
"12871","D.J.","Foster","ARI","RB",28,4,"RB","average",0.035,151,NA,NA,0.035,0.035,3,"D.J. Foster","17","2020","5495","Foster, D.J.","RB","ari","a","lar","0","4000"
"12913","Alex","Erickson","CIN","WR",29,4,"WR","average",10.5113333333333,112,0.684500000000002,13.8690161991878,1.6871,24.143,3,"Alex Erickson","17","2020","5480","Erickson, Alex","WR","cin","h","bal","2","3300"
"12923","C.J.","Ham","MIN","RB",28,4,"RB","average",5.99033333333333,109,0.835666666666667,9.06123540142292,0.8139,14.952,3,"C.J. Ham","17","2020","5581","Ham, C.J.","RB","min","a","det","6.4","4000"
"12930","Robby","Anderson","CAR","WR",28,4,"WR","average",112.626416666667,39,3.69687500000001,116.240540261348,11.93785,214.602,2,"Robby Anderson","17","2020","5502","Anderson, Robby","WR","car","h","nor","7","5600"
"12955","Chris","Manhertz","CAR","TE",29,4,"TE","average",25.11575,62,0.474583333333335,30.3269927993199,0.44105,58.8075,2,"Chris Manhertz","17","2020","4697","Manhertz, Chris","TE","car","h","nor","0","2500"
"13065","Eric","Tomlinson","BAL","TE",29,5,"TE","average",1.183,99,0.333,1.56183769963463,0.1211,2.723,4,"Eric Tomlinson","17","2020","4704","Tomlinson, Eric","TE","bal","a","cin","0","2500"
"13066","Kalif","Raymond","TEN","WR",27,4,"WR","average",5.48833333333333,126,0.495833333333334,5.87091631121866,0.9075,11.181,3,"Kalif Raymond","17","2020","5520","Raymond, Kalif","WR","ten","a","hou","0","3000"
"13108","J.D.","McKissic","WAS","RB",28,4,"RB","average",55.2923333333333,54,0.875916666666662,77.925023203932,8.4778,132.163,2,"J.D. McKissic","17","2020","5586","McKissic, J.D.","RB","was","a","phi","8","0"
"13113","Deshaun","Watson","HOU","QB",26,3,"QB","average",162.242233333333,16,1.71196666666665,147.958660641032,13.54064,317.6816,1,"Deshaun Watson","17","2020","1518","Watson, Deshaun","QB","hou","h","ten","29.8","7700"
"13115","Mitchell","Trubisky","CHI","QB",27,3,"QB","average",12.696,41,1.15166666666667,2.34630944250753,10.5692,14.792,2,"Mitchell Trubisky","17","2020","1519","Trubisky, Mitchell","QB","chi","h","gnb","11.28","5600"
"13119","Joshua","Dobbs","PIT","QB",26,3,"QB","average",-0.063,79,NA,NA,-0.063,-0.063,8,"Joshua Dobbs","17","2020","1532","Dobbs, Joshua","QB","pit","a","cle","2.08","4000"
"13125","C.J.","Beathard","SFO","QB",28,3,"QB","average",8.95333333333333,47,0.723833333333332,3.44106572638962,5.574,10.956,3,"C.J. Beathard","17","2020","1520","Beathard, C.J.","QB","sfo","h","sea","14.92","5200"
"13129","Leonard","Fournette","TBB","RB",26,3,"RB","average",99.7851666666667,29,3.59281666666666,106.111246571699,9.2594,206.0075,2,"Leonard Fournette","17","2020","5534","Fournette, Leonard","RB","tam","h","atl","4.7","5800"
"13133","Samaje","Perine","CIN","RB",26,3,"RB","average",20.11,81,1.12233333333333,20.0393945350984,3.148,42.678,2,"Samaje Perine","17","2020","5538","Perine, Samaje","RB","cin","h","bal","5.1","4700"
"13135","Wayne","Gallman","NYG","RB",27,3,"RB","average",53.929,57,3.946625,58.6075215650688,4.9506,121.529,2,"Wayne Gallman","17","2020","5547","Gallman, Wayne","RB","nyg","h","dal","6.5","5300"
"13136","Corey","Clement","PHI","RB",27,3,"RB","average",2.838,123,0.0553333333333335,3.75848976762387,0.4356,6.552,3,"Corey Clement","17","2020","5583","Clement, Corey","RB","phi","h","was","1.8","0"
"13138","Kareem","Hunt","CLE","RB",26,3,"RB","average",111.948933333333,25,1.32880833333333,91.0017924548742,10.808,196.422,2,"Kareem Hunt","17","2020","5560","Hunt, Kareem","RB","cle","h","pit","5.1","5900"
"13139","Jamaal","Williams","GBP","RB",26,3,"RB","average",74.7625,38,2.20475,78.9568204252594,7.043,148.2085,2,"Jamaal Williams","17","2020","5541","Williams, Jamaal","RB","gnb","a","chi","2.6","4400"
"13143","Jeremy","McNichols","TEN","RB",26,3,"RB","average",13.225,89,0.494500000000002,14.098590946143,0.561,28.025,3,"Jeremy McNichols","17","2020","5542","McNichols, Jeremy","RB","ten","a","hou","0","4000"
"13146","James","Conner","PIT","RB",26,3,"RB","average",90.9559166666667,33,9.78083333333333,93.8426074459251,10.02745,183.5045,2,"James Conner","17","2020","5537","Conner, James","RB","pit","a","cle","11.2","6000"
"13148","Dare","Ogunbowale","JAC","RB",27,3,"RB","average",4.49966666666667,117,0.587916666666666,5.05826521645514,0.5051,9.398,3,"Dare Ogunbowale","17","2020","5697","Ogunbowale, Dare","RB","jac","a","ind","11.2","4500"
"13153","Corey","Davis","TEN","WR",26,3,"WR","average",94.8511666666667,51,0.395416666666677,94.6801005280413,12.1078,182.383,2,"Corey Davis","17","2020","5550","Davis, Corey","WR","ten","a","hou","8.9","6200"
"13154","Mike","Williams","LAC","WR",27,3,"WR","average",64.2563333333333,76,1.93008333333334,91.902807421754,9.8846,154.655,2,"Mike Williams","17","2020","5594","Williams, Mike","WR","lac","a","kan","25.8","5000"
"13156","JuJu","Smith-Schuster","PIT","WR",25,3,"WR","average",121.036833333333,35,3.32470833333333,126.232009227388,12.02565,237.16,2,"JuJu Smith-Schuster","17","2020","5553","Smith-Schuster, JuJu","WR","pit","a","cle","18.5","6400"
"13157","Curtis","Samuel","CAR","WR",25,3,"WR","average",101.3915,45,0.52987499999999,104.387984472991,10.9706,196.3745,2,"Curtis Samuel","17","2020","5556","Samuel, Curtis","WR","car","h","nor","22.1","5300"
"13163","Chris","Godwin","TBB","WR",25,3,"WR","average",125.93625,33,3.44466666666665,127.367953018999,15.80975,236.608,1,"Chris Godwin","17","2020","5579","Godwin, Chris","WR","tam","h","atl","33.3","6600"
"13168","Josh","Reynolds","LAR","WR",26,3,"WR","average",59.4320833333333,83,3.03087499999999,59.3840310149398,7.28775,117.5835,2,"Josh Reynolds","17","2020","5582","Reynolds, Josh","WR","lar","h","ari","6.9","3200"
"13172","Noah","Brown","DAL","WR",24,3,"WR","average",7.208,122,0.636333333333333,11.0396044011248,0.2906,18.161,3,"Noah Brown","17","2020","5585","Brown, Noah","WR","dal","a","nyg","0","3000"
"13176","Zay","Jones","LVR","WR",26,3,"WR","average",3.81333333333333,134,0.363333333333333,4.60301350566488,0.684,8.352,3,"Zay Jones","17","2020","5557","Jones, Zay","WR","lvr","a","den","4.7","3000"
"13179","Gehrig","Dieter","KCC","WR",28,3,"WR","average",2.29966666666667,141,0.430666666666667,3.83685943622298,0.0649,6.0679,3,"Gehrig Dieter","17","2020","5705","Dieter, Gehrig","WR","kan","h","lac","2","3000"
"13183","Chad","Hansen","HOU","WR",26,3,"WR","average",4.2505,129,0.110666666666666,5.86827917706716,0.51595,7.98505,3,"Chad Hansen","17","2020","5601","Hansen, Chad","WR","hou","h","ten","3.6","4100"
"13189","Evan","Engram","NYG","TE",27,3,"TE","average",85.6656,15,1.01643333333332,70.2384258849812,8.7604,140.848,1,"Evan Engram","17","2020","4701","Engram, Evan","TE","nyg","h","dal","3.7","3700"
"13192","David","Njoku","CLE","TE",25,3,"TE","average",36.173,49,2.48533333333334,37.9910672088409,2.8758,71.2385,2,"David Njoku","17","2020","4702","Njoku, David","TE","cle","h","pit","3.3","2600"
"13193","Jonnu","Smith","TEN","TE",26,3,"TE","average",84.739,16,0.340533333333326,70.5753022324382,7.6432,141,1,"Jonnu Smith","17","2020","4706","Smith, Jonnu","TE","ten","a","hou","1.8","3800"
"13236","Gerald","Everett","LAR","TE",27,3,"TE","average",55.5565833333333,32,0.595833333333324,57.8026866676628,5.2097,105.883,2,"Gerald Everett","17","2020","4705","Everett, Gerald","TE","lar","h","ari","4.5","2700"
"13240","Brian","Hill","ATL","RB",26,3,"RB","average",35.0656666666667,73,1.388125,44.9684500214688,1.7416,88.913,2,"Brian Hill","17","2020","5608","Hill, Brian","RB","atl","a","tam","16.6","4200"
"13246","Mo","Alie-Cox","IND","TE",28,3,"TE","average",42.13975,46,4.008625,44.1308569701141,3.84485,83.1215,2,"Mo Alie-Cox","17","2020","4736","Alie-Cox, Mo","TE","ind","h","jac","0","2500"
"13254","Adam","Shaheen","MIA","TE",27,3,"TE","average",23.38975,68,1.51020833333333,25.2566054264358,1.8206,47.514,2,"Adam Shaheen","17","2020","4709","Shaheen, Adam","TE","mia","a","buf","3.2","2500"
"13299","George","Kittle","SFO","TE",28,3,"TE","average",144.1124,3,27.05085,137.711936115937,13.0944,302.008,1,"George Kittle","17","2020","4703","Kittle, George","TE","sfo","h","sea","13.8","6000"
"13308","Jamal","Agnew","DET","WR",26,3,"WR","average",9.15266666666667,114,0.257666666666667,13.1383485009849,1.5812,22.121,3,"Jamal Agnew","17","2020","5855","Agnew, Jamal","WR","det","h","min","-1","3000"
"13313","Isaiah","McKenzie","BUF","WR",26,3,"WR","average",19.827,102,2.83449999999999,29.8818695923353,2.1219,49.281,3,"Isaiah McKenzie","17","2020","5574","McKenzie, Isaiah","WR","buf","h","mia","30.5","3000"
"13315","Eric","Saubert","JAC","TE",27,3,"TE","average",1.774,96,0.401666666666667,2.93236218772511,0.0802,4.6522,4,"Eric Saubert","17","2020","4726","Saubert, Eric","TE","jac","a","ind","1.9","2500"
"13319","Aaron","Jones","GBP","RB",27,3,"RB","average",160.9563,10,3.92723333333333,140.314389843665,16.4672,298.318,1,"Aaron Jones","17","2020","5543","Jones, Aaron","RB","gnb","a","chi","18.5","7100"
"13348","David","Moore","SEA","WR",26,3,"WR","average",13.4816666666667,107,1.25466666666667,18.4561523165944,0.751500000000001,31.563,3,"David Moore","17","2020","5655","Moore, David","WR","sea","a","sfo","1.5","3000"
"13364","Chris","Carson","SEA","RB",27,3,"RB","average",131.2141,17,0.692516666666648,109.447494803673,15.0916,233.968,2,"Chris Carson","17","2020","5565","Carson, Chris","RB","sea","a","sfo","10.3","6200"
"13367","Austin","Carr","FA","WR",28,3,"WR","average",2.78,138,0.425,NA,2.78,2.78,3,"Austin Carr","17","2020","5648","Carr, Austin","WR","nor","a","car","8.1","3000"
"13369","Cethan","Carter","CIN","TE",28,3,"TE","average",2.21166666666667,92,0.231666666666666,2.90219026484022,0.1875,5.07,4,"Cethan Carter","17","2020","4711","Carter, Cethan","TE","cin","h","bal","3.1","2500"
"13377","Tim","Patrick","DEN","WR",28,3,"WR","average",59.62175,82,0.932416666666668,65.7063021704666,5.20895,133.4445,2,"Tim Patrick","17","2020","5651","Patrick, Tim","WR","den","h","lvr","6.6","4000"
"13378","Matt","Breida","MIA","RB",26,3,"RB","average",37.35575,70,1.43358333333333,46.2598780685452,2.06555,92.0685,2,"Matt Breida","17","2020","5567","Breida, Matt","RB","mia","a","buf","0","4000"
"13391","Jacob","Hollister","SEA","TE",28,3,"TE","average",45.81975,43,1.57225,57.2358392115465,1.11265,112.6405,2,"Jacob Hollister","17","2020","4707","Hollister, Jacob","TE","sea","a","sfo","1.6","3000"
"13396","Darrell","Daniels","ARI","TE",27,4,"TE","average",11.1343333333333,81,0.875958333333333,16.6686904504623,1.5138,27.5148,3,"Darrell Daniels","17","2020","4708","Daniels, Darrell","TE","ari","a","lar","0","2500"
"13404","Austin","Ekeler","LAC","RB",26,3,"RB","average",161.50325,9,1.06993333333335,169.098999067361,16.47145,321.0855,1,"Austin Ekeler","17","2020","5575","Ekeler, Austin","RB","lac","a","kan","17.1","7500"
