"Week","Year","GID","Name","Pos","Team","h.a","Oppt","DK.points","DK.salary"
"17","2020","4792","Thompson, Colin","TE","car","h","nor","0","2500"
"17","2020","4767","Hentges, Hale","TE","min","a","det","0","2500"
"17","2020","4688","Vannett, Nick","TE","den","h","lvr","0","2500"
"17","2020","4769","Carlson, Stephen","TE","cle","h","pit","0","2500"
"17","2020","4798","Parkinson, Colby","TE","sea","a","sfo","0","2500"
"17","2020","4786","Keizer, Nick","TE","kan","h","lac","0","3200"
"17","2020","4650","Williams, Maxx","TE","ari","a","lar","0","2500"
"17","2020","4262","Witten, Jason","TE","lvr","a","den","0","2500"
"17","2020","4758","Wesco, Trevon","TE","nyj","a","nwe","0","2500"
"17","2020","7004","Buffalo","Def","buf","h","mia","21","3200"
"17","2020","7025","LA Rams","Def","lar","h","ari","20","3300"
"17","2020","7019","New Orleans","Def","nor","a","car","17","3400"
"17","2020","7003","Baltimore","Def","bal","a","cin","11","4200"
"17","2020","7010","Denver","Def","den","h","lvr","10","2400"
"17","2020","7001","Arizona","Def","ari","a","lar","10","2800"
"17","2020","7031","Washington","Def","was","a","phi","10","0"
"17","2020","7020","New York G","Def","nyg","h","dal","9","2700"
"17","2020","7013","Indianapolis","Def","ind","h","jac","9","3900"
"17","2020","7023","Philadelphia","Def","phi","h","was","8","0"
"17","2020","7018","New England","Def","nwe","h","nyj","8","3500"
"17","2020","7009","Dallas","Def","dal","a","nyg","6","2900"
"17","2020","7012","Green Bay","Def","gnb","a","chi","6","3700"
"17","2020","7022","Las Vegas","Def","lvr","a","den","5","2500"
"17","2020","7029","Tampa Bay","Def","tam","h","atl","5","3600"
"17","2020","7028","Seattle","Def","sea","a","sfo","5","3000"
"17","2020","7026","LA Chargers","Def","lac","a","kan","5","2800"
"17","2020","7024","Pittsburgh","Def","pit","a","cle","4","3800"
"17","2020","7008","Cleveland","Def","cle","h","pit","3","2500"
"17","2020","7021","New York J","Def","nyj","a","nwe","2","2300"
"17","2020","7027","San Francisco","Def","sfo","h","sea","2","3000"
"17","2020","7030","Tennessee","Def","ten","a","hou","2","2200"
"17","2020","7014","Jacksonville","Def","jac","a","ind","1","2300"
"17","2020","7005","Carolina","Def","car","h","nor","1","2600"
"17","2020","7016","Miami","Def","mia","a","buf","1","2900"
"17","2020","7017","Minnesota","Def","min","a","det","1","2600"
"17","2020","7032","Houston","Def","hou","h","ten","0","2000"
"17","2020","7011","Detroit","Def","det","h","min","-1","2200"
"17","2020","7015","Kansas City","Def","kan","h","lac","-1","3100"
"17","2020","7002","Atlanta","Def","atl","a","tam","-1","2400"
"17","2020","7006","Chicago","Def","chi","h","gnb","-1","2700"
"17","2020","7007","Cincinnati","Def","cin","h","bal","-2","2100"
