"team_code","name","checkname","team_name","team_id","games_played","games_started","uniform","year","code","shot_stats.penalty_kick_attempts","shot_stats.penalty_kick_goals","shot_stats.shots_on_goal","shot_stats.shots","shot_stats.points","shot_stats.assists","shot_stats.goals","shot_stats.penalty_shot_attempts","shot_stats.penalty_shot_goals","shot_stats.avg_shots_per_game","shot_stats.avg_sog_per_game","shot_stats.avg_points_per_game","shot_stats.avg_goals_per_game","shot_stats.avg_assists_per_game","goal_stats.game_tying","goal_stats.hattricks","goal_stats.overtime","goal_stats.first","goal_stats.unassisted","goal_stats.game_winning","goal_stats.avg_gw_per_game","caution_stats.fouls","caution_stats.red_cards","caution_stats.yellow_cards","caution_stats.avg_fouls_per_game","caution_stats.avg_yc_per_game","caution_stats.avg_rc_per_game","misc_stats.offsides","misc_stats.corner_kicks","misc_stats.minutes_played","misc_stats.defensive_saves","misc_stats.avg_corners_per_game","misc_stats.avg_offsides_per_game","goalie_stats.shots_faced","goalie_stats.ties","goalie_stats.losses","goalie_stats.wins","goalie_stats.shutouts","goalie_stats.save_percentage","goalie_stats.goals_against_avg","goalie_stats.saves","goalie_stats.goals_allowed","goalie_stats.minutes","goalie_stats.games_started","goalie_stats.games_played","goalie_stats.avg_ga_per_game","goalie_stats.avg_sho_per_game","goalie_stats.avg_saves_per_game"
"47","Cook, Peighton","COOK,PEIGHTON","Ball State","BSU","16","13","12","0","12",0,0,7,21,8,2,3,0,0,1.31,.44,.50,.188,.125,2,0,0,1,0,1,.063,10,0,1,.63,.06,.00,0,NA,813:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Elvbo, Julia","ELVBO,JULIA","Ball State","BSU","20","18","17","0","17",0,0,19,32,9,3,3,0,0,1.60,.95,.45,.150,.150,0,0,2,0,0,2,.100,14,0,0,.70,.00,.00,0,NA,1105:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Kambol, Sam","KAMBOL,SAM","Ball State","BSU","20","19","23","0","23",0,0,13,29,11,7,2,1,0,1.45,.65,.55,.100,.350,0,0,0,2,1,1,.050,16,0,0,.80,.00,.00,0,NA,1407:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Ziswiler, Yela","ZISWILER,YELA","Ball State","BSU","14","12","25","0","25",0,0,1,3,3,3,0,0,0,.21,.07,.21,.000,.214,0,0,0,0,0,0,.000,6,0,0,.43,.00,.00,0,NA,1197:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Seying, Kyrire","SEYING,KYRIRE","Ball State","BSU","1","1","24","0","24",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,1,0,0,1.00,.00,.00,0,NA,90:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Simmons, Emily","SIMMONS,EMILY","Ball State","BSU","20","19","6","0","6",0,0,2,3,1,1,0,0,0,.15,.10,.05,.000,.050,0,0,0,0,0,0,.000,11,0,1,.55,.05,.00,0,NA,1746:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Diceman, Melissa","DICEMAN,MELISSA","Ball State","BSU","20","1","16","0","16",0,0,5,11,2,2,0,0,0,.55,.25,.10,.000,.100,0,0,0,0,0,0,.000,8,0,1,.40,.05,.00,0,NA,445:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Kean, Shelby","KEAN,SHELBY","Ball State","BSU","12","9","4","0","4",0,0,1,2,0,0,0,0,0,.17,.08,.00,.000,.000,0,0,0,0,0,0,.000,5,0,0,.42,.00,.00,0,NA,591:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Potts, Nicky","POTTS,NICKY","Ball State","BSU","19","7","29","0","29",0,0,16,27,20,2,9,0,0,1.42,.84,1.05,.474,.105,1,0,3,3,0,5,.263,4,0,0,.21,.00,.00,0,NA,1056:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Hawkins-Dabney, Tatiana","HAWKINS-DABNEY,TATIANA","Ball State","BSU","20","7","11","0","11",0,0,9,19,10,2,4,0,0,.95,.45,.50,.200,.100,0,0,0,1,1,2,.100,12,0,0,.60,.00,.00,0,NA,747:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Corcoran, Sammi","CORCORAN,SAMMI","Ball State","BSU","20","19","14","0","14",0,0,4,9,5,1,2,0,0,.45,.20,.25,.100,.050,1,0,1,0,0,1,.050,31,0,1,1.55,.05,.00,0,NA,1771:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Ralph, Chelcy","RALPH,CHELCY","Ball State","BSU","8","0","19","0","19",0,0,1,6,1,1,0,0,0,.75,.13,.13,.000,.125,0,0,0,0,0,0,.000,1,0,0,.13,.00,.00,0,NA,71:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","DeRuvo, Alex","DERUVO,ALEX","Ball State","BSU","2","1","0","0","0",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,131:00,0,.00,.00,8,0,0,0,1,.667,.686,2,1,131:06,0,2,.50,.500,1.00
"47","Johnson, Kerrigan","JOHNSON,KERRIGAN","Ball State","BSU","20","20","10","0","10",0,0,1,8,5,5,0,0,0,.40,.05,.25,.000,.250,0,0,0,0,0,0,.000,8,0,0,.40,.00,.00,0,NA,1686:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Metzger, Kennedy","METZGER,KENNEDY","Ball State","BSU","2","0","13","0","13",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,13:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Como, Claudia","COMO,CLAUDIA","Ball State","BSU","20","4","9","0","9",0,0,6,13,8,4,2,0,0,.65,.30,.40,.100,.200,1,0,0,0,0,0,.000,8,0,0,.40,.00,.00,0,NA,894:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Dombrowski, Jenna ","DOMBROWSKI,JENNA ","Ball State","BSU","9","2","15","0","15",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,106:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Alsop, Grace","ALSOP,GRACE","Ball State","BSU","20","13","28","0","28",0,0,9,14,9,1,4,0,0,.70,.45,.45,.200,.050,0,1,0,2,0,1,.050,3,0,0,.15,.00,.00,0,NA,950:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Mason, Tatiana","MASON,TATIANA","Ball State","BSU","20","16","31","0","31",0,0,9,33,11,7,2,0,0,1.65,.45,.55,.100,.350,0,0,0,1,0,1,.050,15,0,0,.75,.00,.00,0,NA,1297:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Smith, Lexy","SMITH,LEXY","Ball State","BSU","14","12","3","0","3",0,0,1,2,1,1,0,0,0,.14,.07,.07,.000,.071,0,0,0,0,0,0,.000,18,0,5,1.29,.36,.00,0,NA,1159:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Philibin, Lizzie","PHILIBIN,LIZZIE","Ball State","BSU","19","1","2","0","2",0,0,3,4,4,0,2,0,0,.21,.16,.21,.105,.000,0,0,0,0,0,1,.053,5,0,0,.26,.00,.00,0,NA,472:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Musick, Sam","MUSICK,SAM","Ball State","BSU","16","1","7","0","7",0,0,3,7,2,2,0,0,0,.44,.19,.13,.000,.125,0,0,0,0,0,0,.000,5,0,0,.31,.00,.00,0,NA,350:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Torres, Tiffany","TORRES,TIFFANY","Ball State","BSU","1","0","8","0","8",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,04:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Rabanales, Andrea","RABANALES,ANDREA","Ball State","BSU","7","0","20","0","20",0,0,0,1,0,0,0,0,0,.14,.00,.00,.000,.000,0,0,0,0,0,0,.000,2,0,0,.29,.00,.00,0,NA,119:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Bravo, Maitane","BRAVO,MAITANE","Ball State","BSU","0","0","40","0","40",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,00:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Stuteville, Tristin","STUTEVILLE,TRISTIN","Ball State","BSU","19","19","00","0","00",0,0,1,1,0,0,0,0,0,.05,.05,.00,.000,.000,0,0,0,0,0,0,.000,1,1,0,.05,.00,.05,0,NA,1741:00,0,.00,.00,223,0,3,4,6,.833,.885,85,16,1740:22,6,19,.84,.316,4.47
"47","TEAM","TEAM","Ball State","BSU","20","0","TM","0","TM",0,0,1,0,2,0,1,0,0,.00,.05,.10,.050,.000,0,0,0,1,1,0,.000,32,0,0,1.60,.00,.00,0,NA,00:00,0,.00,.00,0,0,0,0,0,1.000,0.0,4,0,00:00,0,3,.00,.000,.20
"47","TORRES, Tiffani","TORRES,TIFFANI","Ball State","BSU","3","0","8","0","8",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,30:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","SEYING, Kyrie","SEYING,KYRIE","Ball State","BSU","12","6","24","0","24",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,7,0,0,.58,.00,.00,0,NA,695:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","","","Ball State","BSU","0","0","45","0","45",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,00:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
