"team_code","name","checkname","team_name","team_id","games_played","games_started","uniform","year","code","shot_stats.penalty_kick_attempts","shot_stats.penalty_kick_goals","shot_stats.shots_on_goal","shot_stats.shots","shot_stats.points","shot_stats.assists","shot_stats.goals","shot_stats.penalty_shot_attempts","shot_stats.penalty_shot_goals","shot_stats.avg_shots_per_game","shot_stats.avg_sog_per_game","shot_stats.avg_points_per_game","shot_stats.avg_goals_per_game","shot_stats.avg_assists_per_game","goal_stats.game_tying","goal_stats.hattricks","goal_stats.overtime","goal_stats.first","goal_stats.unassisted","goal_stats.game_winning","goal_stats.avg_gw_per_game","caution_stats.fouls","caution_stats.red_cards","caution_stats.yellow_cards","caution_stats.avg_fouls_per_game","caution_stats.avg_yc_per_game","caution_stats.avg_rc_per_game","misc_stats.offsides","misc_stats.corner_kicks","misc_stats.minutes_played","misc_stats.defensive_saves","misc_stats.avg_corners_per_game","misc_stats.avg_offsides_per_game","goalie_stats.shots_faced","goalie_stats.ties","goalie_stats.losses","goalie_stats.wins","goalie_stats.shutouts","goalie_stats.save_percentage","goalie_stats.goals_against_avg","goalie_stats.saves","goalie_stats.goals_allowed","goalie_stats.minutes","goalie_stats.games_started","goalie_stats.games_played","goalie_stats.avg_ga_per_game","goalie_stats.avg_sho_per_game","goalie_stats.avg_saves_per_game"
"774","Sargent, Hannah","SARGENT,HANNAH","Western Michigan","WMU","3","1","00","0","00",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,1,0,0,.33,.00,.00,0,NA,180:00,0,.00,.00,29,0,2,0,0,.643,2.593,9,5,173:33,0,3,1.67,.000,3.00
"774","Redoute, Hannah","REDOUTE,HANNAH","Western Michigan","WMU","3","0","2","0","2",0,0,0,1,0,0,0,0,0,.33,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,76:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Hague, Alana","HAGUE,ALANA","Western Michigan","WMU","4","1","3","0","3",0,0,0,1,0,0,0,0,0,.25,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,150:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Dahl, Emily","DAHL,EMILY","Western Michigan","WMU","17","17","4","0","4",0,0,1,6,0,0,0,0,0,.35,.06,.00,.000,.000,0,0,0,0,0,0,.000,3,1,0,.18,.00,.06,0,NA,1499:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Sullivan, Katie","SULLIVAN,KATIE","Western Michigan","WMU","5","3","5","0","5",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,353:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Otteson, Morgan","OTTESON,MORGAN","Western Michigan","WMU","18","18","6","0","6",0,0,25,41,23,3,10,0,0,2.28,1.39,1.28,.556,.167,0,0,0,8,2,5,.278,8,0,1,.44,.06,.00,0,NA,1562:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Mccartney, Victoria","MCCARTNEY,VICTORIA","Western Michigan","WMU","5","0","7","0","7",0,0,1,1,0,0,0,0,0,.20,.20,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,54:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Labadie, Jane","LABADIE,JANE","Western Michigan","WMU","2","0","8","0","8",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,64:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Korhorn, Bailey","KORHORN,BAILEY","Western Michigan","WMU","18","18","9","0","9",0,0,22,44,17,5,6,2,2,2.44,1.22,.94,.333,.278,1,0,0,1,2,1,.056,4,0,0,.22,.00,.00,0,NA,1554:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Schilling, Claudia","SCHILLING,CLAUDIA","Western Michigan","WMU","9","4","10","0","10",0,0,0,1,0,0,0,0,0,.11,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,370:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
