"team_code","name","checkname","team_name","team_id","games_played","games_started","uniform","year","code","shot_stats.penalty_kick_attempts","shot_stats.penalty_kick_goals","shot_stats.shots_on_goal","shot_stats.shots","shot_stats.points","shot_stats.assists","shot_stats.goals","shot_stats.penalty_shot_attempts","shot_stats.penalty_shot_goals","shot_stats.avg_shots_per_game","shot_stats.avg_sog_per_game","shot_stats.avg_points_per_game","shot_stats.avg_goals_per_game","shot_stats.avg_assists_per_game","goal_stats.game_tying","goal_stats.hattricks","goal_stats.overtime","goal_stats.first","goal_stats.unassisted","goal_stats.game_winning","goal_stats.avg_gw_per_game","caution_stats.fouls","caution_stats.red_cards","caution_stats.yellow_cards","caution_stats.avg_fouls_per_game","caution_stats.avg_yc_per_game","caution_stats.avg_rc_per_game","misc_stats.offsides","misc_stats.corner_kicks","misc_stats.minutes_played","misc_stats.defensive_saves","misc_stats.avg_corners_per_game","misc_stats.avg_offsides_per_game","goalie_stats.shots_faced","goalie_stats.ties","goalie_stats.losses","goalie_stats.wins","goalie_stats.shutouts","goalie_stats.save_percentage","goalie_stats.goals_against_avg","goalie_stats.saves","goalie_stats.goals_allowed","goalie_stats.minutes","goalie_stats.games_started","goalie_stats.games_played","goalie_stats.avg_ga_per_game","goalie_stats.avg_sho_per_game","goalie_stats.avg_saves_per_game"
"503","Dominguez, Kyleigh","DOMINGUEZ,KYLEIGH","Northern Illinois","NIU","6","3","19","0","19",0,0,2,2,0,0,0,0,0,.33,.33,.00,.000,.000,0,0,0,0,0,0,.000,0,1,0,.00,.00,.17,0,NA,216:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Neslund, Lauren","NESLUND,LAUREN","Northern Illinois","NIU","18","17","2","0","2",0,0,0,1,0,0,0,0,0,.06,.00,.00,.000,.000,0,0,0,0,0,0,.000,3,0,0,.17,.00,.00,0,NA,1334:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Chope, Kelsey","CHOPE,KELSEY","Northern Illinois","NIU","16","10","14","0","14",0,0,3,7,2,0,1,0,0,.44,.19,.13,.063,.000,0,0,0,1,0,0,.000,3,0,0,.19,.00,.00,0,NA,835:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Louis, Grace","LOUIS,GRACE","Northern Illinois","NIU","0","0","15","0","15",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,00:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Nailor, Jennie","NAILOR,JENNIE","Northern Illinois","NIU","18","18","23","0","23",0,0,4,11,2,2,0,0,0,.61,.22,.11,.000,.111,0,0,0,0,0,0,.000,14,0,1,.78,.06,.00,0,NA,1607:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Gregg, Abby","GREGG,ABBY","Northern Illinois","NIU","7","6","24","0","24",0,0,4,6,1,1,0,0,0,.86,.57,.14,.000,.143,0,0,0,0,0,0,.000,12,0,1,1.71,.14,.00,0,NA,491:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Czerniak, Amanda","CZERNIAK,AMANDA","Northern Illinois","NIU","9","7","18","0","18",0,0,2,4,0,0,0,0,0,.44,.22,.00,.000,.000,0,0,0,0,0,0,.000,1,0,0,.11,.00,.00,0,NA,547:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Donnally, Megan","DONNALLY,MEGAN","Northern Illinois","NIU","9","9","0","0","0",0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,.000,0,0,0,.00,.00,.00,0,NA,839:00,0,.00,.00,206,1,4,1,0,.816,1.717,71,16,838:37,7,9,1.78,.000,7.89
"503","Fullriede, Allie","FULLRIEDE,ALLIE","Northern Illinois","NIU","7","1","17","0","17",0,0,1,2,0,0,0,0,0,.29,.14,.00,.000,.000,0,0,0,0,0,0,.000,1,0,0,.14,.00,.00,0,NA,195:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Hoppe, Haley","HOPPE,HALEY","Northern Illinois","NIU","7","6","12","0","12",0,0,8,17,2,0,1,0,0,2.43,1.14,.29,.143,.000,0,0,0,1,1,0,.000,12,0,1,1.71,.14,.00,0,NA,470:00,0,.00,.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
